id,type,name,displayName,relApplicationToBusinessCapability,relApplicationToDataObject,relApplicationToITComponent:displayName,relApplicationToITComponent:activeFrom,relApplicationToITComponent:activeUntil,relApplicationToITComponent:costTotalAnnual,relApplicationToITComponent:description,relApplicationToITComponent:obsolescenceRiskComment,relApplicationToITComponent:obsolescenceRiskStatus,relApplicationToITComponent:serviceLevel,relApplicationToITComponent:technicalSuitability,relApplicationToProject,tags:GxP,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Maturity Status,tags:Main Area,tags:PACE,tags:Business Unit,tags:Vendor,tags:LX PS WiP,tags:Region,tags:Other tags,relApplicationToUserGroup,maturityStatus,CMDB_SYS_ID,cmdbBizAppUrl,relToChild,functionalSuitability,technicalSuitability
7cfd4c18-430a-46c1-8f37-af0e7dcd522c,Application,JPM Chase Quick Collect,JPM Chase Quick Collect,Treasury Management,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Accounting;Financial Services / Treasury,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=25a9ff7d87c3c590ed31bbff8bbb3542,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=cdf43d73871535141db8ca2acebb350a,,,
cb1219c0-48f0-4f66-9fcd-38728599c48a,Application,JPM Chase Remote Deposit Capture,JPM Chase Remote Deposit Capture,Treasury Management / Internal Controls / Operate controls and monitor compliance;Treasury Management / Treasury Operations / Manage cash;Treasury Management / Treasury Operations / Manage treasury policies and procedures,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Treasury;Financial Services / Treasury / Treasury OPS,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=093b165c87e06518ed31bbff8bbb35f0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=49f43d73871535141db8ca2acebb350b,,,
2b476380-cd0c-40e9-a7eb-89186369b1f9,Application,Kahoot,Kahoot,~Development Operations & Portfolio Management (DO & PM) / Shared Services / Training,,,,,,,,,,,,,,,,,,,,DO&PM,,,,,GD Learning Center of Excellence (LCoE),,,,,,
0d71def7-6b29-449e-8edb-435a46b94003,Application,Kardex PowerPick Global,Kardex PowerPick Global,IOPS Plant Management / Inventory and Spare Parts Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
693f9871-4ec6-4eb8-a715-a40dba25c967,Application,Kaye/Report Wizard,Kaye/Report Wizard,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
cbdabab8-3ab8-4bf3-a194-ec9d3ef645a0,Application,KBACE,KBACE 40070,Payroll / Payroll Management,,,,,,,,,,,,,,,,,,"G&A IT - Payroll, Time & Labor",,,,,,G&A IT,Financial Services / Accounting,green,,,,appropriate,fullyAppropriate
69a94208-e9a2-403d-867c-11db8b33db17,Application,KEPServerEX - PA16,KEPServerEX - PA16,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
5d69611f-ed77-4e87-b11b-3e41e662052c,Application,Kinaxis Maestro Advanced Planning System (APS),Kinaxis Maestro Advanced Planning System (APS),Collaborations & Touchpoints / Clinical Drug Supply and Logistics;IOPS Enterprise Support / Master Data Management;IOPS Supply Chain Management / Capacity Planning;IOPS Supply Chain Management / Demand Planning;IOPS Supply Chain Management / Inventory Management;IOPS Supply Chain Management / Sales Inventory and Operations Planning (SIOP);IOPS Supply Chain Management / Supply Planning;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Clinical Drug Supply Management,,Kinaxis Kinaxis RapidResponse,,,,,,,,,IOPS - GLO APS P2: Demand/Constrained Supply Plan & SIOP;IOPS - Magellan Order Management (OTC Workstream);IOPS - REN B17 Fill Finish Program Plan,No,,,,,,IOPS,,DO&PM,Kinaxis,,Global,Digital Transformation,Clinical Drug Supply and Logistics;IOPS - EM;IOPS - Mfg;IOPS - Supply Chain,,,,Empty,appropriate,adequate
8e6e892f-f187-4e45-99cb-8a89848629da,Application,Kinaxis RapidResponse,Kinaxis RapidResponse,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
900f4845-eeb1-427f-969e-ec4dc858586f,Application,Knightscope,Knightscope,Manage Corporate Security / Incident Management / Monitor Incidents;Manage Corporate Security / Physical Security / Location Security,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Legal Security,,,,Empty,,
4e9644d9-32a1-4e86-9430-18163e428745,Application,Knowledge Management,Knowledge Management,~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Study Planning and Scheduling,,Okta SSO,,,,,,,,,Appian Cloud Migration;Genesis: Site Feasibility and Selection,,,,,,,,,DO&PM,,,,,Global Trial Optimization,,,,,,
778ee1a5-45b8-4489-a911-a55c17ac58f5,Application,KQI Excel (Visual Basic),KQI Excel (Visual Basic),~GD Quality Operations (GDQ) / Production & Operational Quality / Vendor Quality Management,,,,,,,,,,,,,,,,,,,,Quality,,,,,Quality,,,,,appropriate,adequate
c7ac9d7c-d882-4d12-908a-40ecac68bea2,Application,Lab Automation-Ambr,Lab Automation-Ambr,IOPS Product Development / Process Sciences New Technology Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c63c54e-fa62-475a-bea2-795a2874e906,Application,Lab Chip GX,Lab Chip GX,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
54afef6f-01a0-4791-a521-ae1f044d0bb3,Application,"Laboratory scale equipment (Aktas, Bioreactors, Waverocker, Incubators)","Laboratory scale equipment (Aktas, Bioreactors, Waverocker, Incubators)",IOPS Product Development / New Modalities Lab Operation;IOPS Product Development / Process Characterization;IOPS Quality Assurance / Deviation Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9097141-b2ca-4550-8e41-a71842f3b533,Application,Laboratory Systems Asset Database,Laboratory Systems Asset Database,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
698c4385-87c1-414f-b0a3-6c6dbb3d87d8,Application,Labscan / IQTLSecurity,Labscan / IQTLSecurity,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c2328629-4366-4d18-8c05-85e9e5e6d1e6,Application,LabSolutions CS,LabSolutions CS,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
57bf29d6-7c80-4142-8226-0bc805557a41,Application,Labviva,Labviva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e06a6594-7498-4fca-a20c-c7d1ddab7480,Application,Labware ELN,Labware ELN,IOPS Quality Control,,,,,,,,,,,* IOPS - QC Systems Program / IOPS - GLO LabWare Raw Materials Rollout;IOPS - GLO Utilities ELN;IOPS - REN AS ELN,Yes,,,,,,IOPS,,,,,Global,,,,,,,,
f95b892a-f74b-494b-8d0f-bf58a4e4e4ec,Application,LabWare LIMS,LabWare LIMS,IOPS Quality Control / Environmental Monitoring,,,,,,,,,,,* IOPS - QC Systems Program;* IOPS - QC Systems Program / IOPS - GLO LabWare Raw Materials Rollout;* IOPS - QC Systems Program / IOPS - GLO LabWare Upgrade (v8) and Qualification;* IOPS - QC Systems Program / IOPS - GLO LW Commercial Molecule Implementation,Yes,,,,,,IOPS,,,,,Global,Digital Transformation,,,,,,,
b6fae7ed-095f-442e-91c1-5f528d96dff0,Application,LabWare LIMS - 3rd Party,LabWare LIMS - 3rd Party,,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,,,,,,,,,
1acd4610-36d5-40e5-86fc-6685cb58b521,Application,LabX - MFG - REN,LabX - MFG - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
50083430-3177-4acc-96d4-05c761eea415,Application,LabX - QC - REN,LabX - QC - REN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
d8fb680c-5841-4816-99fe-87782a3f4ed8,Application,LabX - Raheen - MFG - IOPS,LabX - Raheen - MFG - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
af7a57a3-dab2-4eab-8c2b-336bffc8fbd8,Application,LabX - Raheen - QC - IOPS,LabX - Raheen - QC - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
11fe1d9d-7c4d-49a9-8d92-aae4a9fa846c,Application,Laserfiche (Image Quant),Laserfiche (Image Quant),,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
3dcd1d71-805e-4be0-9d72-f15e7bd68c2c,Application,LATIS (TVT),LATIS (TVT),~Regulatory / Label management,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
57e6b31d-774d-429d-b3f9-0261cf03b567,Application,Lawlogix Guardian,Lawlogix Guardian,HR Operations Management,,Hyland Hyland Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / HR Operations,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=881ea5371ba1245046a7da4cbc4bcb9e,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=9df43d73871535141db8ca2acebb3521,,perfect,fullyAppropriate
1abecc14-f4e0-4369-b047-373f1109603a,Application,LeanIX,LeanIX,IOPS Enterprise Support / IOPS Enterprise Architecture;IT Enterprise Architecture,,Okta SSO,,,,,,,,,Lean IX Phase 2,,,,,,,G&A IT,,,,,,G&A IT,G&A IT,yellow,https://regeneron.service-now.com/cmdb_ci_service_discovered.do?sys_id=6d095bb6db97f85004f1b7bc299619d1,,,,
d1bda36e-a912-4fed-812c-56940f79f843,Application,Legal Club of America,Legal Club of America,Benefits Management,,Legal Club of America Legal Club of America Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=76e1b357db92db44c9dadda5ca9619e4,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=15f43d73871535141db8ca2acebb353d,,,
6d01ce98-f747-426f-925f-cf6ed65b77ed,Application,Lenel (Building Access),Lenel (Building Access),IOPS Plant Management / Badge and Access Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,Digital Transformation,,,,,,,
4c2e98d0-7fa8-419d-97c5-8fbe3b852c95,Application,Liberty Mutual,Liberty Mutual,Benefits Management,,Liberty Mutual Liberty Mutual Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=8c1ea5371ba1245046a7da4cbc4bcbb7,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=ddf43d73871535141db8ca2acebb3540,,,
962c7eba-b63c-44b9-9db8-0fefdc235b7f,Application,LifeLock,LifeLock,Benefits Management,,Broadcom / NortonLifeLock LifeLock SaaS Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=41952810876bf81072fb0e97cebb35b0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=ddf43d73871535141db8ca2acebb354c,,,
962c7eba-b63c-44b9-9db8-0fefdc235b7f,Application,LifeLock,LifeLock,Benefits Management,,Norton Norton Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=41952810876bf81072fb0e97cebb35b0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=ddf43d73871535141db8ca2acebb354c,,,
54517486-bb59-40fa-b4c2-4ffa635b03c4,Application,Lighthouse,Lighthouse,IOPS Quality Control,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,US,,,,,,,,
72982fe0-a02f-4266-8e8f-ff337b4a8d14,Application,LinkedIn,LinkedIn,Collaborations & Touchpoints / External Partners & Vendors,,,,,,,,,,,,,,,,,,,,MA,,,,,,,,,,,
ca47cdce-17b6-4865-8dba-c5ae04983c5b,Application,LinkedIn Learning,LinkedIn Learning,Talent Development / Learning Management,,LinkedIn LinkedIn Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=83640c1c1bc560100f136352b24bcbab,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=29f43d73871535141db8ca2acebb354e,,,
ca47cdce-17b6-4865-8dba-c5ae04983c5b,Application,LinkedIn Learning,LinkedIn Learning,Talent Development / Learning Management,,Microsoft / LinkedIn Learning SaaS Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=83640c1c1bc560100f136352b24bcbab,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=29f43d73871535141db8ca2acebb354e,,,
ca47cdce-17b6-4865-8dba-c5ae04983c5b,Application,LinkedIn Learning,LinkedIn Learning,Talent Development / Learning Management,,Ping One SSO,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Talent Development,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=83640c1c1bc560100f136352b24bcbab,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=29f43d73871535141db8ca2acebb354e,,,
4bae84b0-b20d-4f91-b391-c69f25a1b16f,Application,LinkedIn Recruiter,LinkedIn Recruiter,Talent Acquisition / Recruiting,Candidate;Resume,LinkedIn LinkedIn Application Hosting,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=5237f22c1bac4990ba52baeedc4bcb2c,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=a1f43d73871535141db8ca2acebb354f,,,
4bae84b0-b20d-4f91-b391-c69f25a1b16f,Application,LinkedIn Recruiter,LinkedIn Recruiter,Talent Acquisition / Recruiting,Candidate;Resume,Microsoft / LinkedIn Recruiter SaaS Hosting,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=5237f22c1bac4990ba52baeedc4bcb2c,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=a1f43d73871535141db8ca2acebb354f,,,
4bae84b0-b20d-4f91-b391-c69f25a1b16f,Application,LinkedIn Recruiter,LinkedIn Recruiter,Talent Acquisition / Recruiting,Candidate;Resume,Okta SSO,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,yellow,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=5237f22c1bac4990ba52baeedc4bcb2c,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=a1f43d73871535141db8ca2acebb354f,,,
8b414aa3-6f5d-49df-b3e4-2ceaf7a9b8f3,Application,Liquid Handling Control,Liquid Handling Control,IOPS Product Development / Process Sciences New Technology Development;IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b19d73fa-08b2-4ca6-ac45-a9c17f82608f,Application,Litera Compare,Litera Compare,Collaborations & Touchpoints / Regulatory (GDS);~Regulatory / Submission content,,,,,,,,,,,,,,,,,,,,RA,,,,,Enterprise,,,,,appropriate,adequate
5f349d6b-4302-43e1-8c5b-974d5fe0d4db,Application,LogDat2,LogDat2,"Real Estate & Facilities Management / Environmental, Health, and Safety (EHS) Management / Human Factors and Ergonomics",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,,,,,
936b9416-de60-4d06-b765-5b01b3a884df,Application,Looking Glass,Looking Glass,,,,,,,,,,,,,,,,,,,,,BDM;ECD,PerkinElmer Informatics,,,,ECD;Medical Monitoring,,,,,appropriate,adequate
8f86e140-1fee-459a-87c7-20f5fcaa13b9,Application,Lot Expiry Applet,Lot Expiry Applet,IOPS Quality Assurance / Batch Disposition Management,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
727edbf7-8aa0-4a87-862c-5bfe1fd82a2e,Application,Lutron Lighting and Controls,Lutron Lighting and Controls,"Real Estate & Facilities Management / Facilities Operations and Maintenance / Heating and Cooling, Power, Lighting, Elevators, Plumbing",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,1034dec36fd77a806ea3d4a21c3ee42c,,,appropriate,fullyAppropriate
247a6f7c-7c3f-4d9f-98de-088736fb382b,Application,MAGNATron,MAGNATron,Talent Development,,Amazon.com / AWS EC2,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources,,N.A.,,,,
247a6f7c-7c3f-4d9f-98de-088736fb382b,Application,MAGNATron,MAGNATron,Talent Development,,Rstudio Shiny,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources,,N.A.,,,,
ad856608-9a90-465e-bb92-1078fa4c4711,Application,Magnitude Angles for Oracle (EBS),Magnitude Angles for Oracle (EBS),,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,,,,,,,,,
78c04d46-2c71-42ed-9fd2-f6b7031ab5d2,Application,Managed Access Programs Intake Mailbox,Managed Access Programs Intake Mailbox,~Global Medical Affairs (GMA) / Operations & Execution / Managed Access Programs,,,,,,,,,,,,,,,,,,,,MA,,,,,Managed Access Programs,,,,,appropriate,adequate
e15a76a0-83b9-432d-9ed5-c2ddbeb3e5e2,Application,Managed Access Programs Outcomes (SP),Managed Access Programs Outcomes (SP),~Global Medical Affairs (GMA) / Operations & Execution / Managed Access Programs,,,,,,,,,,,,,,,,,,,,MA,,,,,Managed Access Programs,,,,,appropriate,adequate
866e54c0-4c34-4aef-97ec-5492fe42c211,Application,Manhattan Warehouse Management System (WMS),Manhattan Warehouse Management System (WMS),,,Manhattan Associates Manhattan Associates Warehouse Management,,,,,,,,,,Yes,,,,,,IOPS,,,,,US,,,white,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=a8d339db1bfcc51012864047bc4bcb8e,,,,
eb5590c8-a3f9-4972-9cfa-88f55b651af7,Application,Manual,Manual,IOPS Plant Management / Inventory and Spare Parts Management;IOPS Product Manufacturing / Batch Record Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d292d2b5-c89e-4518-9361-ad4766397d44,Application,Manufacturing Process Data Historian (MPDH) (PA1) (B81),Manufacturing Process Data Historian (MPDH) (PA1) (B81),"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / Technical Transfer;IOPS Quality Assurance / Deviation Management",,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
cee6d82a-1fd6-4afc-831f-9acff1d6fe45,Application,Manufacturing Process Data Historian (MPDH) (PA5) (B-85),Manufacturing Process Data Historian (MPDH) (PA5) (B-85),"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / Technical Transfer;IOPS Quality Assurance / Deviation Management",,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
f4462272-0746-46eb-92d0-43645ec239f4,Application,Manufacturing Process Data Historian (MPDH) (PA6),Manufacturing Process Data Historian (MPDH) (PA6),"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / Technical Transfer;IOPS Quality Assurance / Deviation Management",,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
5b00c9a8-c0eb-462b-ab38-cd628b894830,Application,Manufacturing Process Data Historian (MPDH) (PA7) (B12),Manufacturing Process Data Historian (MPDH) (PA7) (B12),"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / Technical Transfer;IOPS Quality Assurance / Deviation Management",,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
d3eba5a8-c0bf-4b44-90ff-6e5d392d5b82,Application,Manufacturing Process Data Historian (MPDH) (PA8),Manufacturing Process Data Historian (MPDH) (PA8),IOPS Product Development / Technical Transfer,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
3aff47c0-8295-44c3-8917-69b10d0bbe8d,Application,Marathon CRM,Marathon CRM,,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,,,,,,,,,
c963d42d-ef58-4aa8-b99c-fc185b56c388,Application,Markview,Markview 10.1,Accounting / Accounts Payable;Collaborations & Touchpoints / Finance;IOPS Enterprise Support / Accounts Payable & Receivable;Touchpoints & Collaborations,,Amazon.com / AWS EC2,,,,,,,,,GA-ERP-Markview/Kofax product Upgrades (EOL Lifecycle) (2024) (MH),,,,,,,G&A IT - Financial Services,,DO&PM;ECD;MA,,Merged data,,G&A IT;SOX,"ECD;Finance (GDS);Finance, Medical Affairs, ECD, DO&PM;Financial Services / Accounting;Medical Affairs",green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=b8e1bb17db92db44c9dadda5ca9619da,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7df47d73871535141db8ca2acebb355d,,perfect,adequate
c963d42d-ef58-4aa8-b99c-fc185b56c388,Application,Markview,Markview 10.1,Accounting / Accounts Payable;Collaborations & Touchpoints / Finance;IOPS Enterprise Support / Accounts Payable & Receivable;Touchpoints & Collaborations,,Oracle eBs Database,,,,,,,,,GA-ERP-Markview/Kofax product Upgrades (EOL Lifecycle) (2024) (MH),,,,,,,G&A IT - Financial Services,,DO&PM;ECD;MA,,Merged data,,G&A IT;SOX,"ECD;Finance (GDS);Finance, Medical Affairs, ECD, DO&PM;Financial Services / Accounting;Medical Affairs",green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=b8e1bb17db92db44c9dadda5ca9619da,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7df47d73871535141db8ca2acebb355d,,perfect,adequate
c963d42d-ef58-4aa8-b99c-fc185b56c388,Application,Markview,Markview 10.1,Accounting / Accounts Payable;Collaborations & Touchpoints / Finance;IOPS Enterprise Support / Accounts Payable & Receivable;Touchpoints & Collaborations,,Ping Federate SSO,,,,,,,,,GA-ERP-Markview/Kofax product Upgrades (EOL Lifecycle) (2024) (MH),,,,,,,G&A IT - Financial Services,,DO&PM;ECD;MA,,Merged data,,G&A IT;SOX,"ECD;Finance (GDS);Finance, Medical Affairs, ECD, DO&PM;Financial Services / Accounting;Medical Affairs",green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=b8e1bb17db92db44c9dadda5ca9619da,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=7df47d73871535141db8ca2acebb355d,,perfect,adequate
c3ccafa5-4f8e-44e7-bf21-a7e1b4c61a60,Application,Master Data Management (MDM),Master Data Management (MDM),~Development Operations & Portfolio Management (DO & PM) / Shared Services / Data Governance,,Informatica Informatica Master Data Management,,,,,,,,,Master Data Management (GDS Implementation),,,,,,,,,DO&PM,,,,,Global Development,,,,,,
c3ccafa5-4f8e-44e7-bf21-a7e1b4c61a60,Application,Master Data Management (MDM),Master Data Management (MDM),~Development Operations & Portfolio Management (DO & PM) / Shared Services / Data Governance,,Informatica Informatica Secure Agent,,,,,,,,,Master Data Management (GDS Implementation),,,,,,,,,DO&PM,,,,,Global Development,,,,,,
c3ccafa5-4f8e-44e7-bf21-a7e1b4c61a60,Application,Master Data Management (MDM),Master Data Management (MDM),~Development Operations & Portfolio Management (DO & PM) / Shared Services / Data Governance,,Okta SSO,,,,,,,,,Master Data Management (GDS Implementation),,,,,,,,,DO&PM,,,,,Global Development,,,,,,
36295c19-95a3-4c54-87c3-fc82317219fe,Application,MatLab,MatLab,~Early Clinical Development (ECD) / Clinical Imaging,,,,,,,,,,,,,,,,,,,,ECD,,,,,,,,,,appropriate,adequate
3cc59d19-31f8-417f-8291-4f5ec00758c9,Application,Matlab (Process Sciences-REN),Matlab (Process Sciences-REN),,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
cc0dc0db-1627-4a98-9086-1ee50b31e267,Application,MATLAB (Process Sciences-RHN),MATLAB (Process Sciences-RHN),,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
a34db696-6254-4273-8448-c1e5d98ba79b,Application,Matrikon Raheen,Matrikon Raheen,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
e4f42a17-ae4a-4820-bbfe-e63d6555e5b3,Application,Matrikon Rensselaer,Matrikon Rensselaer,,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
9a914a44-b57b-4bbf-a783-b0803ab420ff,Application,Matrikon Rensselaer (Non-GxP),Matrikon Rensselaer (Non-GxP),,,,,,,,,,,,,No,,,,,,IOPS,,,,,US,,,,,,,,
fdcdd77b-1bcd-406d-a755-6278beb95ef1,Application,Maven Clinic Platform,Maven Clinic Platform,Benefits Management / Wellness / Family Planning;Benefits Management / Wellness / Mental Health;Benefits Management / Wellness / Reproductive Healthcare,Employee,Mobile App,,,,,,,,,Global Benefit Providers;Workday Demand Backlog,,,,,,,G&A IT - Human Resources,,,,,,G&A IT,Human Resources / Total Rewards,,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=e546e6c287454290ed31bbff8bbb35f7,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=223f3a87879c0614273eed783cbb35a1,,appropriate,adequate
007f6ade-a1d2-4813-a025-85d24725ea15,Application,Maximo visual inspection,Maximo visual inspection,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
b7710edd-9481-49a5-8a75-ae8efa934822,Application,MBT Compass HT,MBT Compass HT,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
81b99b93-70c0-4fe7-bdab-1ae07fc4593d,Application,McAfee+,McAfee+,IOPS Enterprise Support / IT Security,,Trellix / McAfee McAfee+ SaaS Hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ac7be50-206a-4b2c-bb26-d0c3cef709fa,Application,MDAS Pro,MDAS Pro,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
240d7e1d-c002-4d49-80f0-edabbbc53e0e,Application,Medical Device (AutoCAD),Medical Device (AutoCAD),IOPS Plant Management / Drawing Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0e781be-38e6-40d7-9370-b70a32be5977,Application,MedPro,MedPro,Maintain and Enhance Ethics & Compliance / Global Transparency and Expansion,,,,,,,,,,,,,,,,,,Law,,,,,,,Law / Regulatory Compliance,green,df273d0fdb077490560b656b4b9619bb,,,perfect,fullyAppropriate
b82f12b5-73fe-4bd5-842e-9256c31245be,Application,Medpro Global Beta,Medpro Global Beta,Maintain and Enhance Ethics & Compliance / Global Transparency and Expansion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
